Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
aa,,,,21-05-2024 23:08:16,21-05-2024 23:08:26,9.874s,FAILED
,,,,,,,
Test Cases/New Test Case,,,,21-05-2024 23:08:25,21-05-2024 23:08:26,0.606s,FAILED
"startApplicationWithTitle(""C:\Windows\notepad.exe"", ""credentials - Notepad"")",,,,21-05-2024 23:08:25,21-05-2024 23:08:26,0.317s,FAILED
