Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,28-05-2024 20:56:40,28-05-2024 20:57:01,20.876s,PASSED
,,,,,,,
Test Cases/ad,,,,28-05-2024 20:56:42,28-05-2024 20:56:58,16.210s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:45,28-05-2024 20:56:58,13.031s,PASSED
,,,,,,,
Test Cases/api,,,,28-05-2024 20:56:58,28-05-2024 20:57:00,1.216s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:59,28-05-2024 20:57:00,0.581s,PASSED
,,,,,,,
Test Cases/New Test Case (2),,,,28-05-2024 20:57:00,28-05-2024 20:57:01,1.013s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:57:00,28-05-2024 20:57:01,0.948s,PASSED
