Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
aaaaa,Chrome 125.0.0.0,,,28-05-2024 21:17:31,28-05-2024 21:18:40,1m - 9.220s,PASSED
,,,,,,,
Test Cases/tets1,Chrome 125.0.0.0,,,28-05-2024 21:17:35,28-05-2024 21:18:40,1m - 5.026s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:17:40,28-05-2024 21:18:19,38.144s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:18:19,28-05-2024 21:18:40,21.661s,PASSED
