Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,28-05-2024 20:51:00,28-05-2024 20:51:10,9.810s,PASSED
,,,,,,,
Test Cases/ad,,,,28-05-2024 20:51:01,28-05-2024 20:51:09,8.471s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:51:02,28-05-2024 20:51:09,7.301s,PASSED
,,,,,,,
Test Cases/api,,,,28-05-2024 20:51:09,28-05-2024 20:51:10,0.504s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:51:09,28-05-2024 20:51:10,0.365s,PASSED
