Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
checkpoint,Chrome 125.0.0.0,,,28-05-2024 23:17:38,28-05-2024 23:21:05,3m - 27.388s,PASSED
,,,,,,,
Test Cases/ac/checkpoint 2,Chrome 125.0.0.0,,,28-05-2024 23:17:41,28-05-2024 23:21:05,3m - 24.388s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 23:17:44,28-05-2024 23:18:16,31.923s,PASSED
"navigateToUrl(""https://academy.katalon.com/"")",Chrome 125.0.0.0,,,28-05-2024 23:18:16,28-05-2024 23:18:45,28.613s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 1"")",Chrome 125.0.0.0,,,28-05-2024 23:18:45,28-05-2024 23:18:53,8.308s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 2 "")",Chrome 125.0.0.0,,,28-05-2024 23:18:53,28-05-2024 23:18:59,5.734s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 3"")",Chrome 125.0.0.0,,,28-05-2024 23:18:59,28-05-2024 23:19:04,5.385s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 4"")",Chrome 125.0.0.0,,,28-05-2024 23:19:04,28-05-2024 23:19:09,4.605s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 5"")",Chrome 125.0.0.0,,,28-05-2024 23:19:09,28-05-2024 23:19:16,6.982s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 6"")",Chrome 125.0.0.0,,,28-05-2024 23:19:16,28-05-2024 23:19:19,3.397s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 7"")",Chrome 125.0.0.0,,,28-05-2024 23:19:19,28-05-2024 23:19:24,4.675s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 8 "")",Chrome 125.0.0.0,,,28-05-2024 23:19:24,28-05-2024 23:19:30,5.822s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport9"")",Chrome 125.0.0.0,,,28-05-2024 23:19:30,28-05-2024 23:19:36,6.276s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 10"")",Chrome 125.0.0.0,,,28-05-2024 23:19:36,28-05-2024 23:19:43,6.921s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport11"")",Chrome 125.0.0.0,,,28-05-2024 23:19:43,28-05-2024 23:19:48,5.403s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport12"")",Chrome 125.0.0.0,,,28-05-2024 23:19:48,28-05-2024 23:19:52,3.743s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport13"")",Chrome 125.0.0.0,,,28-05-2024 23:19:52,28-05-2024 23:19:56,4.177s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport14"")",Chrome 125.0.0.0,,,28-05-2024 23:19:56,28-05-2024 23:19:59,3.085s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport15"")",Chrome 125.0.0.0,,,28-05-2024 23:19:59,28-05-2024 23:20:02,3.138s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 125.0.0.0,,,28-05-2024 23:20:02,28-05-2024 23:20:07,4.291s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport17"")",Chrome 125.0.0.0,,,28-05-2024 23:20:07,28-05-2024 23:20:10,2.785s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 125.0.0.0,,,28-05-2024 23:20:10,28-05-2024 23:20:13,3.813s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 23:20:13,28-05-2024 23:21:05,51.995s,PASSED
