Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
aaaaa,Chrome 125.0.0.0,,,29-05-2024 22:30:31,29-05-2024 22:33:12,2m - 40.779s,PASSED
,,,,,,,
Test Cases/tets1,Chrome 125.0.0.0,,,29-05-2024 22:30:40,29-05-2024 22:33:12,2m - 32.573s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 22:30:49,29-05-2024 22:32:11,1m - 21.934s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 22:32:11,29-05-2024 22:33:12,1m - 1.572s,PASSED
