Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
abc,Chrome 126.0.0.0,,,23-06-2024 18:17:57,23-06-2024 18:18:58,1m - 1.732s,PASSED
,,,,,,,
Test Cases/tets1,Chrome 126.0.0.0,,,23-06-2024 18:18:00,23-06-2024 18:18:58,58.239s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,23-06-2024 18:18:05,23-06-2024 18:18:50,45.116s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,23-06-2024 18:18:50,23-06-2024 18:18:58,8.272s,PASSED
