Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,28-05-2024 20:56:12,28-05-2024 20:56:31,18.204s,PASSED
,,,,,,,
Test Cases/ad,,,,28-05-2024 20:56:14,28-05-2024 20:56:30,15.674s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:17,28-05-2024 20:56:30,13.065s,PASSED
,,,,,,,
Test Cases/api,,,,28-05-2024 20:56:30,28-05-2024 20:56:30,0.449s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:30,28-05-2024 20:56:30,0.344s,PASSED
,,,,,,,
Test Cases/New Test Case (2),,,,28-05-2024 20:56:30,28-05-2024 20:56:31,0.398s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:30,28-05-2024 20:56:31,0.366s,PASSED
