Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,02-07-2024 23:07:32,02-07-2024 23:10:02,2m - 30.381s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:07:36,02-07-2024 23:08:26,50.498s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:07:41,02-07-2024 23:07:59,18.168s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:07:59,02-07-2024 23:08:03,4.252s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:08:03,02-07-2024 23:08:12,9.087s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:08:12,02-07-2024 23:08:26,13.816s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:08:26,02-07-2024 23:08:55,28.629s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:08:26,02-07-2024 23:08:29,3.139s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:08:29,02-07-2024 23:08:35,5.278s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:08:35,02-07-2024 23:08:39,4.325s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:08:39,02-07-2024 23:08:55,15.789s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:08:55,02-07-2024 23:09:18,22.721s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:08:55,02-07-2024 23:08:57,1.657s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:08:57,02-07-2024 23:09:02,5.894s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:09:02,02-07-2024 23:09:07,4.842s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:09:07,02-07-2024 23:09:18,10.281s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:09:18,02-07-2024 23:09:51,33.033s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:09:18,02-07-2024 23:09:21,3.276s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:09:21,02-07-2024 23:09:25,4.301s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:09:25,02-07-2024 23:09:32,6.289s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:09:32,02-07-2024 23:09:51,19.055s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:09:51,02-07-2024 23:10:02,11.564s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:09:51,02-07-2024 23:09:53,2.401s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:09:53,02-07-2024 23:09:59,5.510s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:09:59,02-07-2024 23:10:00,1.160s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:10:00,02-07-2024 23:10:02,2.420s,PASSED
