Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
a,Chrome 126.0.0.0,,,27-06-2024 19:48:24,27-06-2024 19:49:44,1m - 20.472s,PASSED
,,,,,,,
Test Cases/New Folder/New Test Case (18),Chrome 126.0.0.0,,,27-06-2024 19:48:30,27-06-2024 19:49:44,1m - 14.116s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 19:48:38,27-06-2024 19:49:23,45.193s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 19:49:23,27-06-2024 19:49:44,20.844s,PASSED
