Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,28-05-2024 20:56:20,28-05-2024 20:56:33,13.138s,PASSED
,,,,,,,
Test Cases/ad,,,,28-05-2024 20:56:20,28-05-2024 20:56:32,11.332s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:22,28-05-2024 20:56:32,9.366s,PASSED
,,,,,,,
Test Cases/api,,,,28-05-2024 20:56:32,28-05-2024 20:56:32,0.613s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:32,28-05-2024 20:56:32,0.328s,PASSED
,,,,,,,
Test Cases/New Test Case (2),,,,28-05-2024 20:56:32,28-05-2024 20:56:33,0.305s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:33,28-05-2024 20:56:33,0.247s,PASSED
