Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,03-07-2024 00:21:38,03-07-2024 00:22:21,42.841s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:21:38,03-07-2024 00:21:51,12.360s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:21:39,03-07-2024 00:21:43,4.805s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:21:43,03-07-2024 00:21:49,5.949s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:21:49,03-07-2024 00:21:50,0.889s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:21:50,03-07-2024 00:21:51,0.307s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:21:51,03-07-2024 00:21:58,7.539s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:21:51,03-07-2024 00:21:52,1.251s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:21:52,03-07-2024 00:21:57,5.139s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:21:57,03-07-2024 00:21:58,0.896s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:21:58,03-07-2024 00:21:58,0.162s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:21:58,03-07-2024 00:22:06,7.502s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:21:58,03-07-2024 00:21:59,0.946s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:21:59,03-07-2024 00:22:05,5.438s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:22:05,03-07-2024 00:22:05,0.893s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:22:05,03-07-2024 00:22:06,0.157s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:22:06,03-07-2024 00:22:13,7.562s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:22:06,03-07-2024 00:22:07,1.166s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:22:07,03-07-2024 00:22:12,5.309s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:22:12,03-07-2024 00:22:13,0.884s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:22:13,03-07-2024 00:22:13,0.169s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:22:13,03-07-2024 00:22:21,7.570s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:22:13,03-07-2024 00:22:14,0.928s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:22:14,03-07-2024 00:22:18,3.848s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:22:18,03-07-2024 00:22:21,2.606s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:22:21,03-07-2024 00:22:21,0.173s,PASSED
