Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,02-07-2024 23:07:40,02-07-2024 23:09:39,1m - 58.693s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:07:43,02-07-2024 23:08:21,37.843s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:07:46,02-07-2024 23:08:04,18.230s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:08:04,02-07-2024 23:08:11,7.198s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:08:11,02-07-2024 23:08:13,1.847s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:08:13,02-07-2024 23:08:21,7.350s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:08:21,02-07-2024 23:08:40,19.377s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:08:21,02-07-2024 23:08:23,2.043s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:08:23,02-07-2024 23:08:30,7.267s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:08:30,02-07-2024 23:08:32,1.756s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:08:32,02-07-2024 23:08:40,8.239s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:08:40,02-07-2024 23:09:04,24.098s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:08:40,02-07-2024 23:08:44,4.059s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:08:44,02-07-2024 23:08:48,4.267s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:08:48,02-07-2024 23:08:52,3.368s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:08:52,02-07-2024 23:09:04,12.312s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:09:04,02-07-2024 23:09:26,22.231s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:09:04,02-07-2024 23:09:07,2.605s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:09:07,02-07-2024 23:09:14,6.798s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:09:14,02-07-2024 23:09:15,1.086s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:09:15,02-07-2024 23:09:26,11.600s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:09:26,02-07-2024 23:09:39,12.325s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:09:26,02-07-2024 23:09:31,4.181s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:09:31,02-07-2024 23:09:36,5.356s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:09:36,02-07-2024 23:09:37,0.874s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:09:37,02-07-2024 23:09:39,1.800s,PASSED
