Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
aa,Chrome 126.0.0.0,,,20-06-2024 00:25:49,20-06-2024 00:29:24,3m - 35.318s,PASSED
,,,,,,,
Test Cases/New Test Case (1),Chrome 126.0.0.0,,,20-06-2024 00:26:04,20-06-2024 00:29:24,3m - 19.860s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,20-06-2024 00:26:20,20-06-2024 00:28:18,1m - 58.067s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,20-06-2024 00:28:18,20-06-2024 00:29:24,1m - 6.148s,PASSED
