Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
checkpoint,Chrome 125.0.0.0,,,25-05-2024 23:26:30,25-05-2024 23:30:31,4m - 0.442s,PASSED
,,,,,,,
Test Cases/ac/checkpoint 2,Chrome 125.0.0.0,,,25-05-2024 23:26:34,25-05-2024 23:30:31,3m - 56.917s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 23:26:40,25-05-2024 23:26:59,18.823s,PASSED
"navigateToUrl(""https://academy.katalon.com/"")",Chrome 125.0.0.0,,,25-05-2024 23:26:59,25-05-2024 23:27:55,56.023s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 1"")",Chrome 125.0.0.0,,,25-05-2024 23:27:55,25-05-2024 23:28:04,9.407s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 2 "")",Chrome 125.0.0.0,,,25-05-2024 23:28:04,25-05-2024 23:28:07,3.250s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 3"")",Chrome 125.0.0.0,,,25-05-2024 23:28:07,25-05-2024 23:28:18,10.606s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 4"")",Chrome 125.0.0.0,,,25-05-2024 23:28:18,25-05-2024 23:28:26,8.102s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 5"")",Chrome 125.0.0.0,,,25-05-2024 23:28:26,25-05-2024 23:28:31,5.060s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 6"")",Chrome 125.0.0.0,,,25-05-2024 23:28:31,25-05-2024 23:28:42,10.587s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 7"")",Chrome 125.0.0.0,,,25-05-2024 23:28:42,25-05-2024 23:28:50,8.013s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 8 "")",Chrome 125.0.0.0,,,25-05-2024 23:28:50,25-05-2024 23:28:58,8.358s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport9"")",Chrome 125.0.0.0,,,25-05-2024 23:28:58,25-05-2024 23:29:11,12.845s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 10"")",Chrome 125.0.0.0,,,25-05-2024 23:29:11,25-05-2024 23:29:20,8.637s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport11"")",Chrome 125.0.0.0,,,25-05-2024 23:29:20,25-05-2024 23:29:23,3.943s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport12"")",Chrome 125.0.0.0,,,25-05-2024 23:29:23,25-05-2024 23:29:27,3.061s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport13"")",Chrome 125.0.0.0,,,25-05-2024 23:29:27,25-05-2024 23:29:30,3.109s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport14"")",Chrome 125.0.0.0,,,25-05-2024 23:29:30,25-05-2024 23:29:32,2.633s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport15"")",Chrome 125.0.0.0,,,25-05-2024 23:29:32,25-05-2024 23:29:34,1.931s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 125.0.0.0,,,25-05-2024 23:29:34,25-05-2024 23:29:36,1.974s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport17"")",Chrome 125.0.0.0,,,25-05-2024 23:29:36,25-05-2024 23:29:38,1.913s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 125.0.0.0,,,25-05-2024 23:29:38,25-05-2024 23:29:40,2.285s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 23:29:40,25-05-2024 23:30:31,50.422s,PASSED
