Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
aaaaa,Chrome 125.0.0.0,,,26-05-2024 18:21:35,26-05-2024 18:24:45,3m - 10.641s,PASSED
,,,,,,,
Test Cases/tets1,Chrome 125.0.0.0,,,26-05-2024 18:23:05,26-05-2024 18:24:45,1m - 40.614s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,26-05-2024 18:23:05,26-05-2024 18:23:47,42.184s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,26-05-2024 18:23:47,26-05-2024 18:24:45,58.059s,PASSED
