Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
abc,Chrome 126.0.0.0,,,20-06-2024 23:37:20,20-06-2024 23:37:45,24.781s,PASSED
,,,,,,,
Test Cases/tets1,Chrome 126.0.0.0,,,20-06-2024 23:37:22,20-06-2024 23:37:45,23.632s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,20-06-2024 23:37:24,20-06-2024 23:37:39,14.630s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,20-06-2024 23:37:39,20-06-2024 23:37:45,6.469s,PASSED
