Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,28-05-2024 20:46:32,28-05-2024 20:46:38,5.599s,PASSED
,,,,,,,
Test Cases/ad,,,,28-05-2024 20:46:33,28-05-2024 20:46:37,4.835s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:46:33,28-05-2024 20:46:37,4.377s,PASSED
,,,,,,,
Test Cases/api,,,,28-05-2024 20:46:37,28-05-2024 20:46:38,0.376s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:46:38,28-05-2024 20:46:38,0.272s,PASSED
