Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,02-07-2024 22:38:49,02-07-2024 22:41:41,2m - 51.896s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 22:39:41,02-07-2024 22:40:09,27.475s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 22:39:41,02-07-2024 22:39:51,9.285s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fictionhttps://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 22:39:51,02-07-2024 22:39:54,3.713s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 22:39:54,02-07-2024 22:40:05,10.770s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 22:40:05,02-07-2024 22:40:09,3.604s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 22:40:57,02-07-2024 22:41:41,43.941s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 22:40:57,02-07-2024 22:41:25,28.278s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fictionhttps://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 22:41:25,02-07-2024 22:41:31,5.821s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 22:41:31,02-07-2024 22:41:39,8.151s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 22:41:39,02-07-2024 22:41:41,1.648s,PASSED
