Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,28-05-2024 20:56:20,28-05-2024 20:56:34,14.132s,PASSED
,,,,,,,
Test Cases/ad,,,,28-05-2024 20:56:22,28-05-2024 20:56:33,11.220s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:24,28-05-2024 20:56:33,9.349s,PASSED
,,,,,,,
Test Cases/api,,,,28-05-2024 20:56:33,28-05-2024 20:56:34,0.629s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:33,28-05-2024 20:56:34,0.373s,PASSED
,,,,,,,
Test Cases/New Test Case (2),,,,28-05-2024 20:56:34,28-05-2024 20:56:34,0.409s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,28-05-2024 20:56:34,28-05-2024 20:56:34,0.368s,PASSED
