Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,19-06-2024 22:24:39,19-06-2024 22:24:55,16.598s,PASSED
,,,,,,,
Test Cases/ad,,,,19-06-2024 22:24:40,19-06-2024 22:24:50,10.307s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,19-06-2024 22:24:40,19-06-2024 22:24:50,9.586s,PASSED
,,,,,,,
Test Cases/api,,,,19-06-2024 22:24:50,19-06-2024 22:24:53,2.944s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,19-06-2024 22:24:50,19-06-2024 22:24:53,2.500s,PASSED
,,,,,,,
Test Cases/New Test Case (2),,,,19-06-2024 22:24:53,19-06-2024 22:24:55,2.551s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,19-06-2024 22:24:53,19-06-2024 22:24:55,2.489s,PASSED
