Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
a,Chrome 126.0.0.0,,,04-07-2024 18:25:50,04-07-2024 18:31:11,5m - 21.346s,PASSED
,,,,,,,
Test Cases/aa/aa1,Chrome 126.0.0.0,,,04-07-2024 18:25:51,04-07-2024 18:27:29,1m - 37.201s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,04-07-2024 18:25:54,04-07-2024 18:26:14,20.074s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,04-07-2024 18:26:14,04-07-2024 18:26:21,6.986s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,04-07-2024 18:26:21,04-07-2024 18:26:27,5.529s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,04-07-2024 18:26:27,04-07-2024 18:27:29,1m - 1.649s,PASSED
,,,,,,,
Test Cases/aa/aa1,Chrome 126.0.0.0,,,04-07-2024 18:27:29,04-07-2024 18:28:57,1m - 28.202s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,04-07-2024 18:27:29,04-07-2024 18:27:39,9.893s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,04-07-2024 18:27:39,04-07-2024 18:27:47,7.344s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,04-07-2024 18:27:47,04-07-2024 18:27:55,8.602s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,04-07-2024 18:27:55,04-07-2024 18:28:57,1m - 1.639s,PASSED
,,,,,,,
Test Cases/aa/aa1,Chrome 126.0.0.0,,,04-07-2024 18:28:57,04-07-2024 18:29:26,29.010s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,04-07-2024 18:28:57,04-07-2024 18:29:03,5.620s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,04-07-2024 18:29:03,04-07-2024 18:29:14,10.644s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,04-07-2024 18:29:14,04-07-2024 18:29:16,2.177s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,04-07-2024 18:29:16,04-07-2024 18:29:26,10.167s,PASSED
,,,,,,,
Test Cases/aa/aa1,Chrome 126.0.0.0,,,04-07-2024 18:29:26,04-07-2024 18:30:12,46.065s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,04-07-2024 18:29:27,04-07-2024 18:29:35,8.053s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,04-07-2024 18:29:35,04-07-2024 18:29:37,2.060s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,04-07-2024 18:29:37,04-07-2024 18:29:47,10.424s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,04-07-2024 18:29:47,04-07-2024 18:30:12,24.838s,PASSED
,,,,,,,
Test Cases/aa/aa1,Chrome 126.0.0.0,,,04-07-2024 18:30:13,04-07-2024 18:30:36,23.040s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,04-07-2024 18:30:14,04-07-2024 18:30:16,2.066s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,04-07-2024 18:30:16,04-07-2024 18:30:25,9.397s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,04-07-2024 18:30:25,04-07-2024 18:30:27,1.767s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,04-07-2024 18:30:27,04-07-2024 18:30:36,8.820s,PASSED
,,,,,,,
Test Cases/aa/aa1,Chrome 126.0.0.0,,,04-07-2024 18:30:36,04-07-2024 18:31:11,35.281s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,04-07-2024 18:30:36,04-07-2024 18:30:38,1.926s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,04-07-2024 18:30:38,04-07-2024 18:30:44,6.224s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,04-07-2024 18:30:44,04-07-2024 18:30:46,1.575s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,04-07-2024 18:30:46,04-07-2024 18:31:11,25.083s,PASSED
