Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,02-07-2024 23:07:33,02-07-2024 23:10:03,2m - 29.769s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:07:35,02-07-2024 23:08:35,59.756s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:07:40,02-07-2024 23:07:59,18.007s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:07:59,02-07-2024 23:08:05,6.357s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:08:05,02-07-2024 23:08:12,7.150s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:08:12,02-07-2024 23:08:35,23.073s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:08:35,02-07-2024 23:08:57,21.795s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:08:35,02-07-2024 23:08:39,3.418s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:08:39,02-07-2024 23:08:47,8.298s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:08:47,02-07-2024 23:08:49,1.709s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:08:49,02-07-2024 23:08:57,8.275s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:08:57,02-07-2024 23:09:18,20.570s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:08:57,02-07-2024 23:09:00,2.799s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:09:00,02-07-2024 23:09:07,7.271s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:09:07,02-07-2024 23:09:08,1.184s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:09:08,02-07-2024 23:09:17,9.269s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:09:18,02-07-2024 23:09:44,26.486s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:09:18,02-07-2024 23:09:22,4.459s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:09:22,02-07-2024 23:09:29,6.757s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:09:29,02-07-2024 23:09:32,3.298s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:09:32,02-07-2024 23:09:44,11.804s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 23:09:44,02-07-2024 23:10:03,18.499s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 23:09:44,02-07-2024 23:09:47,3.094s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 23:09:47,02-07-2024 23:09:54,6.546s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 23:09:54,02-07-2024 23:09:55,1.032s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 23:09:55,02-07-2024 23:10:03,7.801s,PASSED
