Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,19-06-2024 22:22:44,19-06-2024 22:23:00,16.188s,PASSED
,,,,,,,
Test Cases/ad,,,,19-06-2024 22:22:44,19-06-2024 22:22:53,9.083s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,19-06-2024 22:22:45,19-06-2024 22:22:53,7.849s,PASSED
,,,,,,,
Test Cases/api,,,,19-06-2024 22:22:53,19-06-2024 22:22:57,3.752s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,19-06-2024 22:22:54,19-06-2024 22:22:57,3.060s,PASSED
,,,,,,,
Test Cases/New Test Case (2),,,,19-06-2024 22:22:57,19-06-2024 22:23:00,2.465s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,19-06-2024 22:22:57,19-06-2024 22:23:00,2.347s,PASSED
