Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,02-07-2024 22:17:59,02-07-2024 22:21:48,3m - 48.594s,FAILED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,02-07-2024 22:20:53,02-07-2024 22:21:48,54.579s,FAILED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 22:20:53,02-07-2024 22:21:09,16.178s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fictionhttps://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,02-07-2024 22:21:09,02-07-2024 22:21:13,3.745s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,02-07-2024 22:21:13,02-07-2024 22:21:48,34.515s,FAILED
