Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,03-07-2024 00:24:21,03-07-2024 00:27:42,3m - 21.476s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:24:23,03-07-2024 00:25:56,1m - 33.746s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:24:26,03-07-2024 00:24:45,18.642s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:24:45,03-07-2024 00:24:52,6.852s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:24:52,03-07-2024 00:24:55,3.083s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:24:55,03-07-2024 00:25:56,1m - 1.698s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:25:56,03-07-2024 00:26:43,46.873s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:25:57,03-07-2024 00:26:05,8.138s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:26:05,03-07-2024 00:26:13,8.549s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:26:13,03-07-2024 00:26:16,2.159s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:26:16,03-07-2024 00:26:43,27.755s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:26:43,03-07-2024 00:27:13,29.337s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:26:43,03-07-2024 00:26:49,5.576s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:26:49,03-07-2024 00:26:55,5.986s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:26:55,03-07-2024 00:26:57,1.754s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:26:57,03-07-2024 00:27:13,15.870s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:27:13,03-07-2024 00:27:27,14.276s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:27:13,03-07-2024 00:27:15,1.934s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:27:15,03-07-2024 00:27:21,6.465s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:27:21,03-07-2024 00:27:24,2.565s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:27:24,03-07-2024 00:27:27,3.278s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:27:27,03-07-2024 00:27:42,15.048s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:27:27,03-07-2024 00:27:29,2.413s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:27:29,03-07-2024 00:27:37,7.579s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:27:37,03-07-2024 00:27:39,2.196s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:27:39,03-07-2024 00:27:42,2.822s,PASSED
