Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,03-07-2024 00:24:01,03-07-2024 00:27:46,3m - 44.411s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:24:04,03-07-2024 00:25:45,1m - 41.199s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:24:07,03-07-2024 00:24:31,24.269s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:24:31,03-07-2024 00:24:35,3.835s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:24:35,03-07-2024 00:24:42,6.753s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:24:42,03-07-2024 00:25:45,1m - 2.800s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:25:45,03-07-2024 00:26:27,42.150s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:25:45,03-07-2024 00:25:55,10.049s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:25:55,03-07-2024 00:26:05,9.765s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:26:05,03-07-2024 00:26:08,2.756s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:26:08,03-07-2024 00:26:27,18.994s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:26:27,03-07-2024 00:27:00,32.786s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:26:27,03-07-2024 00:26:32,4.815s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:26:32,03-07-2024 00:26:40,8.163s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:26:40,03-07-2024 00:26:49,9.319s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:26:49,03-07-2024 00:27:00,10.385s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:27:00,03-07-2024 00:27:27,26.971s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:27:00,03-07-2024 00:27:03,3.403s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:27:03,03-07-2024 00:27:09,6.136s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:27:09,03-07-2024 00:27:11,1.848s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:27:11,03-07-2024 00:27:27,15.511s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:27:27,03-07-2024 00:27:46,18.869s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:27:27,03-07-2024 00:27:29,2.554s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:27:29,03-07-2024 00:27:37,7.390s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:27:37,03-07-2024 00:27:39,2.178s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:27:39,03-07-2024 00:27:46,6.726s,PASSED
