Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,27-06-2024 19:54:53,27-06-2024 19:55:09,15.579s,PASSED
,,,,,,,
Test Cases/ad,,,,27-06-2024 19:54:54,27-06-2024 19:55:02,8.562s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,27-06-2024 19:54:54,27-06-2024 19:55:02,7.881s,PASSED
,,,,,,,
Test Cases/api,,,,27-06-2024 19:55:02,27-06-2024 19:55:08,5.448s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,27-06-2024 19:55:02,27-06-2024 19:55:08,5.246s,PASSED
,,,,,,,
Test Cases/New Test Case (2),,,,27-06-2024 19:55:08,27-06-2024 19:55:09,1.101s,PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,27-06-2024 19:55:08,27-06-2024 19:55:09,1.036s,PASSED
