Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
checkpoint,Chrome 126.0.0.0,,,19-06-2024 22:34:30,19-06-2024 22:39:30,5m - 0.070s,PASSED
,,,,,,,
Test Cases/ac/checkpoint 2,Chrome 126.0.0.0,,,19-06-2024 22:34:36,19-06-2024 22:39:30,4m - 54.484s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,19-06-2024 22:34:41,19-06-2024 22:35:46,1m - 4.514s,PASSED
"navigateToUrl(""https://academy.katalon.com/"")",Chrome 126.0.0.0,,,19-06-2024 22:35:46,19-06-2024 22:36:44,58.057s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 1"")",Chrome 126.0.0.0,,,19-06-2024 22:36:44,19-06-2024 22:37:05,21.157s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 2 "")",Chrome 126.0.0.0,,,19-06-2024 22:37:05,19-06-2024 22:37:15,9.920s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 3"")",Chrome 126.0.0.0,,,19-06-2024 22:37:15,19-06-2024 22:37:20,5.037s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 4"")",Chrome 126.0.0.0,,,19-06-2024 22:37:20,19-06-2024 22:37:28,8.170s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 5"")",Chrome 126.0.0.0,,,19-06-2024 22:37:28,19-06-2024 22:37:31,2.777s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 6"")",Chrome 126.0.0.0,,,19-06-2024 22:37:31,19-06-2024 22:37:35,3.805s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 7"")",Chrome 126.0.0.0,,,19-06-2024 22:37:35,19-06-2024 22:37:39,4.262s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 8 "")",Chrome 126.0.0.0,,,19-06-2024 22:37:39,19-06-2024 22:37:43,3.939s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport9"")",Chrome 126.0.0.0,,,19-06-2024 22:37:43,19-06-2024 22:37:47,4.549s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 10"")",Chrome 126.0.0.0,,,19-06-2024 22:37:47,19-06-2024 22:37:55,7.611s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport11"")",Chrome 126.0.0.0,,,19-06-2024 22:37:55,19-06-2024 22:38:02,7.559s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport12"")",Chrome 126.0.0.0,,,19-06-2024 22:38:03,19-06-2024 22:38:05,2.774s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport13"")",Chrome 126.0.0.0,,,19-06-2024 22:38:05,19-06-2024 22:38:08,2.760s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport14"")",Chrome 126.0.0.0,,,19-06-2024 22:38:08,19-06-2024 22:38:13,4.611s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport15"")",Chrome 126.0.0.0,,,19-06-2024 22:38:13,19-06-2024 22:38:18,5.481s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,19-06-2024 22:38:18,19-06-2024 22:38:22,3.521s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport17"")",Chrome 126.0.0.0,,,19-06-2024 22:38:22,19-06-2024 22:38:25,3.318s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,19-06-2024 22:38:25,19-06-2024 22:38:29,3.790s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-06-2024 22:38:29,19-06-2024 22:39:30,1m - 1.636s,PASSED
