Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
thang1,Chrome 126.0.0.0,,,03-07-2024 00:24:00,03-07-2024 00:27:52,3m - 51.532s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:24:03,03-07-2024 00:25:48,1m - 45.352s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:24:07,03-07-2024 00:24:26,18.713s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:24:26,03-07-2024 00:24:33,7.467s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:24:33,03-07-2024 00:24:43,9.838s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:24:43,03-07-2024 00:25:48,1m - 5.205s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:25:48,03-07-2024 00:26:26,38.077s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:25:48,03-07-2024 00:25:54,5.773s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:25:54,03-07-2024 00:26:07,13.093s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:26:07,03-07-2024 00:26:09,2.224s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:26:09,03-07-2024 00:26:26,16.834s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:26:26,03-07-2024 00:27:14,47.201s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:26:27,03-07-2024 00:26:32,5.540s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:26:32,03-07-2024 00:26:42,9.941s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:26:42,03-07-2024 00:26:57,15.259s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:26:57,03-07-2024 00:27:14,16.236s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:27:14,03-07-2024 00:27:33,19.791s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:27:14,03-07-2024 00:27:17,3.027s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:27:17,03-07-2024 00:27:23,6.722s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:27:23,03-07-2024 00:27:25,1.140s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:27:25,03-07-2024 00:27:33,8.741s,PASSED
,,,,,,,
Test Cases/thang/New Test Case (8),Chrome 126.0.0.0,,,03-07-2024 00:27:33,03-07-2024 00:27:52,18.400s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 00:27:33,03-07-2024 00:27:37,3.559s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/fiction"")",Chrome 126.0.0.0,,,03-07-2024 00:27:37,03-07-2024 00:27:43,5.719s,PASSED
"setText(findTestObject(""ac/New Test Object (1)""), ""a"")",Chrome 126.0.0.0,,,03-07-2024 00:27:43,03-07-2024 00:27:45,2.066s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,03-07-2024 00:27:45,03-07-2024 00:27:52,7.020s,PASSED
